0.131799	1.67237e-10
0.132969	1.67203e-10
0.134133	1.67163e-10
0.134521	1.67148e-10
0.135261	1.67118e-10
0.13584	1.67092e-10
0.137012	1.6704e-10
0.13734	1.67025e-10
0.138534	1.66972e-10
0.139781	1.66915e-10
0.140453	1.66883e-10
0.141803	1.66817e-10
0.142094	1.66802e-10
0.142887	1.66759e-10
0.14364	1.66718e-10
0.143987	1.66699e-10
0.144837	1.66652e-10
0.14512	1.66635e-10
0.145824	1.66593e-10
0.147365	1.66495e-10
0.148325	1.66426e-10
0.149982	1.66301e-10
0.151711	1.66152e-10
0.152694	1.66058e-10
0.154429	1.65887e-10
0.156159	1.65696e-10
0.157142	1.65579e-10
0.158899	1.65364e-10
0.159535	1.65278e-10
0.161303	1.65033e-10
0.161757	1.64966e-10
0.163567	1.64698e-10
0.163895	1.64645e-10
0.164975	1.64468e-10
0.165986	1.64297e-10
0.166547	1.64201e-10
0.167703	1.63999e-10
0.168954	1.63768e-10
0.170376	1.63493e-10
0.171338	1.63297e-10
0.171349	1.63295e-10
0.173137	1.62922e-10
0.173645	1.62807e-10
0.174938	1.6251e-10
0.174988	1.62498e-10
0.176298	1.62185e-10
0.177737	1.61827e-10
0.17932	1.61411e-10
0.181081	1.60927e-10
0.181595	1.6078e-10
0.183588	1.60203e-10
0.185612	1.59586e-10
0.187273	1.5906e-10
0.189377	1.58379e-10
0.191511	1.5766e-10
0.193357	1.5702e-10
0.195575	1.5624e-10
0.197825	1.55424e-10
0.199876	1.54664e-10
0.200126	1.5457e-10
0.201102	1.54205e-10
0.202036	1.53851e-10
0.203028	1.53471e-10
0.204104	1.53057e-10
0.205275	1.52603e-10
0.206566	1.521e-10
0.207611	1.51691e-10
0.208497	1.51342e-10
0.208997	1.51146e-10
0.210461	1.50569e-10
0.211573	1.50128e-10
0.21457	1.48928e-10
0.215324	1.48623e-10
0.218504	1.47327e-10
0.21865	1.47267e-10
0.218952	1.47144e-10
0.222233	1.458e-10
0.222524	1.45679e-10
0.225686	1.44361e-10
0.226076	1.44197e-10
0.228861	1.43018e-10
0.229636	1.42692e-10
0.232575	1.41444e-10
0.233239	1.41159e-10
0.236103	1.39925e-10
0.236884	1.39586e-10
0.239525	1.3843e-10
0.240577	1.37973e-10
0.243356	1.36755e-10
0.243746	1.36584e-10
0.244348	1.36318e-10
0.245962	1.35602e-10
